Study	cluster	gene	hgnc_symbol	gene_biotype	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	Responder_CPM	Non_responder_CPM	ensembl_core
Pozniak	malignant cell	ENSG00000176428	VPS37D	protein_coding	0.06086424813161409	0.9236810342359405	0.07	0.045	1	5	3	ENSG00000176428
Pozniak	malignant cell	ENSG00000267302	RNFT1-DT	lncRNA	0.06090750860703386	1.4191395828902875	0.019	0.008	1	1	0	ENSG00000267302
Pozniak	malignant cell	ENSG00000212694	LINC01089	lncRNA	0.06102766640529701	0.47776145199824116	0.062	0.101	1	5	6	ENSG00000212694
Pozniak	malignant cell	ENSG00000177432	NAP1L5	protein_coding	0.06109370475769553	-0.030833743669095526	0.078	0.118	1	6	7	ENSG00000177432
Pozniak	malignant cell	ENSG00000041988	THAP3	protein_coding	0.061134392459859674	0.038557555835607715	0.202	0.274	1	18	18	ENSG00000041988
Pozniak	malignant cell	ENSG00000283154	IQCJ-SCHIP1	protein_coding	0.061185338848530633	1.1276400438565775	0.047	0.027	1	4	2	ENSG00000283154
Pozniak	malignant cell	ENSG00000172159	FRMD3	protein_coding	0.06121054353371973	-0.15053290805308617	0.089	0.133	1	9	9	ENSG00000172159
Pozniak	malignant cell	ENSG00000253710	ALG11	protein_coding	0.06125448858715225	-0.005125481343735139	0.174	0.231	1	17	15	ENSG00000253710
Pozniak	malignant cell	ENSG00000103066	PLA2G15	protein_coding	0.06133660985822017	-0.01643776311529166	0.163	0.218	1	15	13	ENSG00000103066
Pozniak	malignant cell	ENSG00000224424	PRKAR2A-AS1	lncRNA	0.06135487860335432	-0.9266416177079408	0	0.013	1	0	1	ENSG00000224424
Pozniak	malignant cell	ENSG00000159261	CLDN14	protein_coding	0.06135487897460275	-1.0963675803981818	0	0.013	1	0	1	ENSG00000159261
Pozniak	malignant cell	ENSG00000130720	FIBCD1	protein_coding	0.06135487897460275	-1.000627782147582	0	0.013	1	0	1	ENSG00000130720
Pozniak	malignant cell	ENSG00000215018	COL28A1	protein_coding	0.06135487897460275	-3.8436215826972173	0	0.013	1	0	2	ENSG00000215018
Pozniak	malignant cell	ENSG00000213085	CFAP45	protein_coding	0.06135487897460275	-1.3256044794633484	0	0.013	1	0	1	ENSG00000213085
Pozniak	malignant cell	ENSG00000267493	CIRBP-AS1	lncRNA	0.06135487897460275	-0.8970314155232053	0	0.013	1	0	1	ENSG00000267493
Pozniak	malignant cell	ENSG00000113805	CNTN3	protein_coding	0.06135487897460275	-1.1959192751690146	0	0.013	1	0	1	ENSG00000113805
Pozniak	malignant cell	ENSG00000105664	COMP	protein_coding	0.06135487897460275	-1.9252274704814827	0	0.013	1	0	1	ENSG00000105664
Pozniak	malignant cell	ENSG00000229205	LINC00200	lncRNA	0.06135487897460275	-1.209840632242381	0	0.013	1	0	1	ENSG00000229205
Pozniak	malignant cell	ENSG00000205649	HTN3	protein_coding	0.06135487897460275	-2.3050089200345356	0	0.013	1	0	2	ENSG00000205649
Pozniak	malignant cell	ENSG00000108924	HLF	protein_coding	0.06135487897460275	-1.0072441642699932	0	0.013	1	0	1	ENSG00000108924
Pozniak	malignant cell	ENSG00000236204	LINC01376	lncRNA	0.06135487897460275	-0.9284804183883315	0	0.013	1	0	1	ENSG00000236204
Pozniak	malignant cell	ENSG00000148082	SHC3	protein_coding	0.06135487897460275	-0.5678185501897577	0	0.013	1	0	1	ENSG00000148082
Pozniak	malignant cell	ENSG00000159958	TNFRSF13C	protein_coding	0.06135487897460275	-0.49117056395024683	0	0.013	1	0	1	ENSG00000159958
Pozniak	malignant cell	ENSG00000206432	TMEM200C	protein_coding	0.06135487897460275	-1.6591125324134852	0	0.013	1	0	1	ENSG00000206432
Pozniak	malignant cell	ENSG00000164362	TERT	protein_coding	0.06135487897460275	-1.227316391032545	0	0.013	1	0	1	ENSG00000164362
Pozniak	malignant cell	ENSG00000163554	SPTA1	protein_coding	0.06135487897460275	-0.9534473427297003	0	0.013	1	0	1	ENSG00000163554
Pozniak	malignant cell	ENSG00000174516	PELI3	protein_coding	0.06166792901951606	-1.0255816914753018	0.019	0.043	1	1	2	ENSG00000174516
Pozniak	malignant cell	ENSG00000109472	CPE	protein_coding	0.061678155991038916	-0.00446436923369653	0.031	0.016	1	3	1	ENSG00000109472
Pozniak	malignant cell	ENSG00000144554	FANCD2	protein_coding	0.0619891720643835	-0.32690702263766713	0.058	0.094	1	6	9	ENSG00000144554
Pozniak	malignant cell	ENSG00000157450	RNF111	protein_coding	0.06201744803846647	0.049413259311844815	0.194	0.256	1	16	18	ENSG00000157450
Pozniak	malignant cell	ENSG00000067248	DHX29	protein_coding	0.0620209284963835	0.29354635438955184	0.539	0.54	1	84	66	ENSG00000067248
Pozniak	malignant cell	ENSG00000204516	MICB	protein_coding	0.062046801099887854	1.913017820847748	0.027	0.013	1	2	1	ENSG00000204516
Pozniak	malignant cell	ENSG00000108592	FTSJ3	protein_coding	0.062128109889993365	-0.07050299006634608	0.368	0.456	1	41	41	ENSG00000108592
Pozniak	malignant cell	ENSG00000176049	JAKMIP2	protein_coding	0.06218576289148783	2.023406966972569	0.016	0.006	1	1	0	ENSG00000176049
Pozniak	malignant cell	ENSG00000023909	GCLM	protein_coding	0.06218797890632135	-0.32904013650731034	0.186	0.239	1	18	20	ENSG00000023909
Pozniak	malignant cell	ENSG00000101457	DNTTIP1	protein_coding	0.062327453530641286	0.7635574098616537	0.442	0.469	1	64	39	ENSG00000101457
Pozniak	malignant cell	ENSG00000185728	YTHDF3	protein_coding	0.06236293270394961	-0.10150772912248618	0.426	0.533	1	64	57	ENSG00000185728
Pozniak	malignant cell	ENSG00000205542	TMSB4X	protein_coding	0.0623635551105947	-0.4847187458792884	0.655	0.59	1	176	288	ENSG00000205542
Pozniak	malignant cell	ENSG00000134864	GGACT	protein_coding	0.062375577731688246	-0.16638635289213344	0.058	0.095	1	5	5	ENSG00000134864
Pozniak	malignant cell	ENSG00000116260	QSOX1	protein_coding	0.06243179041538116	0.5354250791870728	0.539	0.562	1	92	62	ENSG00000116260
Pozniak	malignant cell	ENSG00000185800	DMWD	protein_coding	0.06243734230688725	0.41336885039896165	0.341	0.307	1	41	26	ENSG00000185800
Pozniak	malignant cell	ENSG00000112303	VNN2	protein_coding	0.06243922792816824	3.089033838211445	0.008	0.002	1	1	0	ENSG00000112303
Pozniak	malignant cell	ENSG00000188234	AGAP4	protein_coding	0.06248282527620488	-1.2816343199251463	0.008	0.027	1	1	1	ENSG00000188234
Pozniak	malignant cell	ENSG00000069702	TGFBR3	protein_coding	0.06255476551151265	0.9982105654838624	0.372	0.377	1	53	31	ENSG00000069702
Pozniak	malignant cell	ENSG00000167987	VPS37C	protein_coding	0.06264760123577605	-0.02868972230275979	0.116	0.166	1	9	10	ENSG00000167987
Pozniak	malignant cell	ENSG00000142864	SERBP1	protein_coding	0.0626848577457427	-0.23867091748513047	0.915	0.953	1	507	536	ENSG00000142864
Pozniak	malignant cell	ENSG00000166860	ZBTB39	protein_coding	0.06274919389101341	0.03320418655917656	0.062	0.1	1	5	6	ENSG00000166860
Pozniak	malignant cell	ENSG00000198604	BAZ1A	protein_coding	0.06278392818320357	0.4365059946874835	0.453	0.447	1	58	47	ENSG00000198604
Pozniak	malignant cell	ENSG00000123552	USP45	protein_coding	0.06280170170570722	-0.11877373886897136	0.101	0.143	1	7	9	ENSG00000123552
Pozniak	malignant cell	ENSG00000151014	NOCT	protein_coding	0.06280669961605467	0.711655428574617	0.054	0.092	1	4	5	ENSG00000151014
Pozniak	malignant cell	ENSG00000152229	PSTPIP2	protein_coding	0.06281555830235254	-0.6223686402704187	0.012	0.033	1	1	2	ENSG00000152229
Pozniak	malignant cell	ENSG00000102763	VWA8	protein_coding	0.0628187208813747	0.9390610375574582	0.186	0.153	1	17	9	ENSG00000102763
Pozniak	malignant cell	ENSG00000206172	HBA1	protein_coding	0.06283486299820237	1.831985463355525	0.023	0.011	1	2	1	ENSG00000206172
Pozniak	malignant cell	ENSG00000101161	PRPF6	protein_coding	0.06292742966909204	0.30395882543299896	0.667	0.732	1	115	101	ENSG00000101161
Pozniak	malignant cell	ENSG00000179921	GPBAR1	protein_coding	0.06292907832562547	2.5580894600869994	0.008	0.002	1	1	0	ENSG00000179921
Pozniak	malignant cell	ENSG00000198492	YTHDF2	protein_coding	0.06293925089929661	-0.17664024368272935	0.717	0.812	1	155	155	ENSG00000198492
Pozniak	malignant cell	ENSG00000105137	SYDE1	protein_coding	0.06297733871083054	0.6109953491724862	0.333	0.31	1	35	22	ENSG00000105137
Pozniak	malignant cell	ENSG00000043514	TRIT1	protein_coding	0.06310555742484769	-0.05669694623694577	0.128	0.179	1	11	11	ENSG00000043514
Pozniak	malignant cell	ENSG00000130703	OSBPL2	protein_coding	0.06314543214555154	0.1788023030432888	0.295	0.375	1	27	29	ENSG00000130703
Pozniak	malignant cell	ENSG00000115423	DNAH6	protein_coding	0.0631871631979881	1.9731650046679903	0.016	0.006	1	1	0	ENSG00000115423
Pozniak	malignant cell	ENSG00000188064	WNT7B	protein_coding	0.06322451051820903	2.546220333311723	0.008	0.002	1	1	0	ENSG00000188064
Pozniak	malignant cell	ENSG00000029725	RABEP1	protein_coding	0.06331367386297813	0.384774238313473	0.5	0.517	1	65	56	ENSG00000029725
Pozniak	malignant cell	ENSG00000148400	NOTCH1	protein_coding	0.0633432050172718	0.726167679684937	0.279	0.243	1	27	18	ENSG00000148400
Pozniak	malignant cell	ENSG00000197816	CCDC180	protein_coding	0.06336693263985396	-0.7287994137720641	0.035	0.064	1	3	4	ENSG00000197816
Pozniak	malignant cell	ENSG00000197024	ZNF398	protein_coding	0.06341563225683557	-0.009089938372436546	0.147	0.202	1	14	13	ENSG00000197024
Pozniak	malignant cell	ENSG00000044090	CUL7	protein_coding	0.0634403033048263	0.633517398804216	0.306	0.273	1	32	19	ENSG00000044090
Pozniak	malignant cell	ENSG00000103549	RNF40	protein_coding	0.06345285693046747	-0.028694103693659212	0.364	0.458	1	37	39	ENSG00000103549
Pozniak	malignant cell	ENSG00000196502	SULT1A1	protein_coding	0.06347624468282026	1.23626202563104	0.112	0.082	1	10	7	ENSG00000196502
Pozniak	malignant cell	ENSG00000106683	LIMK1	protein_coding	0.06349299731692916	0.6539744397764027	0.217	0.181	1	19	13	ENSG00000106683
Pozniak	malignant cell	ENSG00000184281	TSSC4	protein_coding	0.06355014381855575	0.0726536852906261	0.306	0.391	1	28	28	ENSG00000184281
Pozniak	malignant cell	ENSG00000110076	NRXN2	protein_coding	0.06360987060453534	0.22925028894233979	0.027	0.055	1	3	5	ENSG00000110076
Pozniak	malignant cell	ENSG00000072609	CHFR	protein_coding	0.06361101572457767	-0.20476457851371999	0.147	0.203	1	13	14	ENSG00000072609
Pozniak	malignant cell	ENSG00000049541	RFC2	protein_coding	0.0636119096120891	0.7383272309721118	0.345	0.333	1	48	30	ENSG00000049541
Pozniak	malignant cell	ENSG00000237978	KCNMB2-AS1	lncRNA	0.06362385697154746	1.558860290988655	0.081	0.055	1	6	3	ENSG00000237978
Pozniak	malignant cell	ENSG00000112578	BYSL	protein_coding	0.06366018342443527	-0.06609750871560971	0.225	0.295	1	21	20	ENSG00000112578
Pozniak	malignant cell	ENSG00000089472	HEPH	protein_coding	0.0636630016145594	1.1460526459542333	0.016	0.006	1	1	0	ENSG00000089472
Pozniak	malignant cell	ENSG00000225377	NRSN2-AS1	lncRNA	0.06372161021475109	-0.2068592957424915	0.05	0.084	1	4	5	ENSG00000225377
Pozniak	malignant cell	ENSG00000126107	HECTD3	protein_coding	0.06373794679295668	0.7078857525834112	0.233	0.196	1	21	13	ENSG00000126107
Pozniak	malignant cell	ENSG00000089163	SIRT4	protein_coding	0.06375100042306922	-1.12091450342115	0.012	0.032	1	1	2	ENSG00000089163
Pozniak	malignant cell	ENSG00000263528	IKBKE	protein_coding	0.06375349040920476	0.888426282112885	0.14	0.109	1	14	8	ENSG00000263528
Pozniak	malignant cell	ENSG00000108395	TRIM37	protein_coding	0.06383829450060832	0.14769625950540188	0.217	0.293	1	25	22	ENSG00000108395
Pozniak	malignant cell	ENSG00000163788	SNRK	protein_coding	0.06384716694239462	0.09268182863614327	0.275	0.367	1	31	28	ENSG00000163788
Pozniak	malignant cell	ENSG00000185585	OLFML2A	protein_coding	0.06395357170504942	-0.9419390949877147	0.043	0.024	1	4	3	ENSG00000185585
Pozniak	malignant cell	ENSG00000159921	GNE	protein_coding	0.06404336654202383	-0.12332150462265767	0.143	0.197	1	13	13	ENSG00000159921
Pozniak	malignant cell	ENSG00000007402	CACNA2D2	protein_coding	0.06415623083205896	-0.7221525173748065	0	0.013	1	0	1	ENSG00000007402
Pozniak	malignant cell	ENSG00000118407	FILIP1	protein_coding	0.06415623083205896	-2.1264789948303395	0	0.013	1	0	1	ENSG00000118407
Pozniak	malignant cell	ENSG00000244414	CFHR1	protein_coding	0.06415623083205896	-1.2164360847516331	0	0.013	1	0	1	ENSG00000244414
Pozniak	malignant cell	ENSG00000198342	ZNF442	protein_coding	0.06415623083205896	-1.212943001802878	0	0.013	1	0	1	ENSG00000198342
Pozniak	malignant cell	ENSG00000180855	ZNF443	protein_coding	0.06415623083205896	-1.022104200109828	0	0.013	1	0	1	ENSG00000180855
Pozniak	malignant cell	ENSG00000178187	ZNF454	protein_coding	0.06415623083205896	-1.0771424914266916	0	0.013	1	0	1	ENSG00000178187
Pozniak	malignant cell	ENSG00000163239	TDRD10	protein_coding	0.06415623083205896	-0.7494619069437265	0	0.013	1	0	1	ENSG00000163239
Pozniak	malignant cell	ENSG00000175513	TSGA10IP	protein_coding	0.06415623083205896	-0.870479249196336	0	0.013	1	0	1	ENSG00000175513
Pozniak	malignant cell	ENSG00000153993	SEMA3D	protein_coding	0.06417110041620508	0.44589992101420206	0.151	0.115	1	21	15	ENSG00000153993
Pozniak	malignant cell	ENSG00000061676	NCKAP1	protein_coding	0.0641711951122334	-0.10030252592588612	0.504	0.622	1	79	79	ENSG00000061676
Pozniak	malignant cell	ENSG00000168538	TRAPPC11	protein_coding	0.06419697427746582	-0.012510350994383135	0.213	0.282	1	20	20	ENSG00000168538
Pozniak	malignant cell	ENSG00000171174	RBKS	protein_coding	0.06421893187274715	-0.8235661500075118	0.074	0.112	1	6	10	ENSG00000171174
Pozniak	malignant cell	ENSG00000159259	CHAF1B	protein_coding	0.06425819538733915	-0.1470606198839537	0.081	0.123	1	8	9	ENSG00000159259
Pozniak	malignant cell	ENSG00000123700	KCNJ2	protein_coding	0.06443409334805986	-0.6514865036099522	0.016	0.038	1	1	2	ENSG00000123700
Pozniak	malignant cell	ENSG00000165804	ZNF219	protein_coding	0.06444026213955906	1.0789856880467346	0.194	0.162	1	20	11	ENSG00000165804
Pozniak	malignant cell	ENSG00000151117	TMEM86A	protein_coding	0.06445066149054118	-0.5422119752895416	0.047	0.078	1	3	5	ENSG00000151117
Pozniak	malignant cell	ENSG00000204217	BMPR2	protein_coding	0.06458501726288013	-0.14004247648805168	0.337	0.424	1	53	43	ENSG00000204217
Pozniak	malignant cell	ENSG00000197780	TAF13	protein_coding	0.06466910493818213	0.41946340837232965	0.295	0.266	1	36	20	ENSG00000197780
Pozniak	malignant cell	ENSG00000146197	SCUBE3	protein_coding	0.06483206882186907	0.2114685617032661	0.081	0.054	1	7	4	ENSG00000146197
Pozniak	malignant cell	ENSG00000114388	NPRL2	protein_coding	0.06500655406503977	0.8254943089193021	0.252	0.219	1	22	14	ENSG00000114388
Pozniak	malignant cell	ENSG00000116793	PHTF1	protein_coding	0.0651882394171037	0.011754111355092967	0.244	0.312	1	25	24	ENSG00000116793
Pozniak	malignant cell	ENSG00000197808	ZNF461	protein_coding	0.06520767607229465	-0.3575997259265371	0.035	0.064	1	3	4	ENSG00000197808
Pozniak	malignant cell	ENSG00000137441	FGFBP2	protein_coding	0.06534602514264506	0.987482881550215	0.198	0.16	1	38	18	ENSG00000137441
Pozniak	malignant cell	ENSG00000156502	SUPV3L1	protein_coding	0.0653984766148617	0.1352107178873907	0.167	0.226	1	14	15	ENSG00000156502
Pozniak	malignant cell	ENSG00000163606	CD200R1	protein_coding	0.06546086267036795	3.7886301953010193	0.004	0.001	1	1	0	ENSG00000163606
Pozniak	malignant cell	ENSG00000223485	LINC01615	lncRNA	0.06546086267036795	4.005921919440351	0.004	0.001	1	0	0	ENSG00000223485
Pozniak	malignant cell	ENSG00000273274	ZBTB8B	protein_coding	0.0654660535576291	1.5117912132399516	0.023	0.011	1	2	1	ENSG00000273274
Pozniak	malignant cell	ENSG00000156453	PCDH1	protein_coding	0.06559031398123373	0.04456065697965794	0.124	0.18	1	11	12	ENSG00000156453
Pozniak	malignant cell	ENSG00000132376	INPP5K	protein_coding	0.06559368868071991	0.9357882215831599	0.279	0.251	1	26	17	ENSG00000132376
Pozniak	malignant cell	ENSG00000145244	CORIN	protein_coding	0.06563679282710656	3.3335703212752907	0.004	0.001	1	0	0	ENSG00000145244
Pozniak	malignant cell	ENSG00000232629	HLA-DQB2	protein_coding	0.06563679282710656	3.033063924694627	0.004	0.001	1	0	0	ENSG00000232629
Pozniak	malignant cell	ENSG00000214595	EML6	protein_coding	0.0657003977818311	-0.9513843664510899	0.008	0.026	1	1	2	ENSG00000214595
Pozniak	malignant cell	ENSG00000164287	CDC20B	protein_coding	0.06581311258518337	2.1444730584074483	0.004	0.001	1	0	0	ENSG00000164287
Pozniak	malignant cell	ENSG00000160883	HK3	protein_coding	0.06581311258518337	2.5439167076669156	0.004	0.001	1	0	0	ENSG00000160883
Pozniak	malignant cell	ENSG00000258920	FOXN3-AS1	lncRNA	0.06587955954685414	0.24132037826885888	0.035	0.065	1	3	4	ENSG00000258920
Pozniak	malignant cell	ENSG00000204923	FBXO48	protein_coding	0.06602177337188582	0.1590142324455357	0.035	0.065	1	3	4	ENSG00000204923
Pozniak	malignant cell	ENSG00000116095	PLEKHA3	protein_coding	0.06608806172930945	-0.08509868122199449	0.388	0.478	1	44	46	ENSG00000116095
Pozniak	malignant cell	ENSG00000189067	LITAF	protein_coding	0.06611950714812724	-0.17280450602068953	0.64	0.759	1	134	151	ENSG00000189067
Pozniak	malignant cell	ENSG00000119688	ABCD4	protein_coding	0.06617741061114468	0.18080647953965157	0.24	0.318	1	22	23	ENSG00000119688
Pozniak	malignant cell	ENSG00000165572	KBTBD6	protein_coding	0.06632346514367829	0.01722676646118204	0.178	0.235	1	16	16	ENSG00000165572
Pozniak	malignant cell	ENSG00000197077	KIAA1671	protein_coding	0.06634812365242677	0.7098302974612003	0.097	0.068	1	8	4	ENSG00000197077
Pozniak	malignant cell	ENSG00000114127	XRN1	protein_coding	0.06649774098298333	0.387157404324617	0.465	0.488	1	73	46	ENSG00000114127
Pozniak	malignant cell	ENSG00000164087	POC1A	protein_coding	0.06669056015254349	-0.3179542349950397	0.058	0.094	1	8	7	ENSG00000164087
Pozniak	malignant cell	ENSG00000185246	PRPF39	protein_coding	0.06671853808434226	-0.14970784761523692	0.174	0.229	1	14	15	ENSG00000185246
Pozniak	malignant cell	ENSG00000162063	CCNF	protein_coding	0.0667656023409057	-0.26516598470339003	0.07	0.108	1	11	9	ENSG00000162063
Pozniak	malignant cell	ENSG00000137460	FHDC1	protein_coding	0.06682155671065212	-0.12283146865732375	0.225	0.288	1	21	23	ENSG00000137460
Pozniak	malignant cell	ENSG00000198718	TOGARAM1	protein_coding	0.06685077005512471	0.03846115789703819	0.26	0.336	1	26	25	ENSG00000198718
Pozniak	malignant cell	ENSG00000114209	PDCD10	protein_coding	0.06685400782320068	-0.06216112112480687	0.461	0.584	1	58	60	ENSG00000114209
Pozniak	malignant cell	ENSG00000186283	TOR3A	protein_coding	0.0668886634369271	0.06272627866308733	0.198	0.265	1	18	19	ENSG00000186283
Pozniak	malignant cell	ENSG00000126216	TUBGCP3	protein_coding	0.06692068230397215	0.6000450578906924	0.26	0.223	1	23	15	ENSG00000126216
Pozniak	malignant cell	ENSG00000086712	TXLNG	protein_coding	0.06694446617589156	-0.14576777441527078	0.298	0.359	1	28	33	ENSG00000086712
Pozniak	malignant cell	ENSG00000141098	GFOD2	protein_coding	0.06703882893357338	0.056578333251388724	0.163	0.228	1	16	15	ENSG00000141098
Pozniak	malignant cell	ENSG00000169740	ZNF32	protein_coding	0.06706444882125946	0.09030081886918451	0.186	0.25	1	15	17	ENSG00000169740
Pozniak	malignant cell	ENSG00000183186	C2CD4C	protein_coding	0.06709285385994077	-0.6781697096829751	0	0.013	1	0	1	ENSG00000183186
Pozniak	malignant cell	ENSG00000183336	BOLA2	protein_coding	0.06709285385994077	-0.7485692035831191	0	0.013	1	0	1	ENSG00000183336
Pozniak	malignant cell	ENSG00000110848	CD69	protein_coding	0.06709285385994077	-1.5823251080746328	0	0.013	1	0	1	ENSG00000110848
Pozniak	malignant cell	ENSG00000198835	GJC2	protein_coding	0.06709285385994077	-0.856496304032861	0	0.013	1	0	1	ENSG00000198835
Pozniak	malignant cell	ENSG00000165905	LARGE2	protein_coding	0.06709285385994077	-0.7680570477236142	0	0.013	1	0	1	ENSG00000165905
Pozniak	malignant cell	ENSG00000283683	MYOCOS	protein_coding	0.06709285385994077	-0.7796794188549905	0	0.013	1	0	1	ENSG00000283683
Pozniak	malignant cell	ENSG00000249816	LINC00964	lncRNA	0.06709285385994077	-0.939208881607347	0	0.013	1	0	1	ENSG00000249816
Pozniak	malignant cell	ENSG00000136546	SCN7A	protein_coding	0.06709285385994077	-4.734748195457478	0	0.013	1	0	3	ENSG00000136546
Pozniak	malignant cell	ENSG00000280776	LINC01202	lncRNA	0.06709285385994077	-0.8340877797859001	0	0.013	1	0	1	ENSG00000280776
Pozniak	malignant cell	ENSG00000181610	MRPS23	protein_coding	0.06711571638468333	-0.0583935704207309	0.512	0.645	1	64	74	ENSG00000181610
Pozniak	malignant cell	ENSG00000140740	UQCRC2	protein_coding	0.06712381657678206	-0.06226701138036739	0.574	0.693	1	83	88	ENSG00000140740
Pozniak	malignant cell	ENSG00000140470	ADAMTS17	protein_coding	0.06718618225590745	-1.2344863552788814	0.012	0.032	1	1	2	ENSG00000140470
